"NombreMunicipio","CodigoMunicipio","Ubicación","NombreRegion","CodigoRegion","Anio","CausaMortalidad","TipoPoblacionObjetivo","NumeroPoblacionObjetivo","NumeroCasos"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2012","Suicidios","Poblacion total","26,421","0"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2012","Suicidios","Poblacion total","16,990","0"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2012","Suicidios","Poblacion total","5,073","1"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2012","Suicidios","Poblacion total","21,260","2"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","70,742","3"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2012","Suicidios","Poblacion total","22,527","2"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2012","Suicidios","Poblacion total","17,479","1"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2012","Suicidios","Poblacion total","12,716","2"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2012","Suicidios","Poblacion total","45,783","1"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2012","Suicidios","Poblacion total","53,894","3"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2012","Suicidios","Poblacion total","19,751","1"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2012","Suicidios","Poblacion total","21,168","3"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2012","Suicidios","Poblacion total","33,030","0"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2012","Suicidios","Poblacion total","10,095","0"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","202,750","5"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2012","Suicidios","Poblacion total","24,178","1"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2012","Suicidios","Poblacion total","21,566","0"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2012","Suicidios","Poblacion total","5,273","0"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","46,481","4"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2012","Suicidios","Poblacion total","9,631","1"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2012","Suicidios","Poblacion total","11,770","0"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2012","Suicidios","Poblacion total","6,521","1"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2012","Suicidios","Poblacion total","49,356","3"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2012","Suicidios","Poblacion total","7,530","0"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2012","Suicidios","Poblacion total","5,900","0"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2012","Suicidios","Poblacion total","5,358","1"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","250,184","10"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2012","Suicidios","Poblacion total","26,405","0"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2012","Suicidios","Poblacion total","14,106","0"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2012","Suicidios","Poblacion total","13,936","2"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2012","Suicidios","Poblacion total","57,935","2"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","63,683","2"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2012","Suicidios","Poblacion total","8,930","0"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2012","Suicidios","Poblacion total","20,012","0"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2012","Suicidios","Poblacion total","10,166","0"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2012","Suicidios","Poblacion total","8,396","0"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2012","Suicidios","Poblacion total","58,528","2"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","2,240,690","131"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2012","Suicidios","Poblacion total","7,150","1"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2012","Suicidios","Poblacion total","4,293","0"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2012","Suicidios","Poblacion total","13,090","0"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2012","Suicidios","Poblacion total","11,227","2"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2012","Suicidios","Poblacion total","23,070","0"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2012","Suicidios","Poblacion total","39,305","2"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2012","Suicidios","Poblacion total","3,097","1"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2012","Suicidios","Poblacion total","7,941","0"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2012","Suicidios","Poblacion total","8,749","0"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2012","Suicidios","Poblacion total","36,977","4"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2012","Suicidios","Poblacion total","14,640","0"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2012","Suicidios","Poblacion total","16,134","3"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2012","Suicidios","Poblacion total","26,549","3"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2012","Suicidios","Poblacion total","120,936","8"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2012","Suicidios","Poblacion total","8,748","1"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2012","Suicidios","Poblacion total","70,783","3"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2012","Suicidios","Poblacion total","18,822","3"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2012","Suicidios","Poblacion total","7,385","0"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2012","Suicidios","Poblacion total","18,031","0"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2012","Suicidios","Poblacion total","5,775","2"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2012","Suicidios","Poblacion total","14,427","0"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2012","Suicidios","Poblacion total","3,447","0"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2012","Suicidios","Poblacion total","18,230","0"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2012","Suicidios","Poblacion total","13,165","0"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2012","Suicidios","Poblacion total","20,399","0"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2012","Suicidios","Poblacion total","29,166","0"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2012","Suicidios","Poblacion total","16,077","0"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2012","Suicidios","Poblacion total","21,052","1"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2012","Suicidios","Poblacion total","21,764","4"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2012","Suicidios","Poblacion total","27,227","4"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2012","Suicidios","Poblacion total","24,698","3"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2012","Suicidios","Poblacion total","33,874","4"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2012","Suicidios","Poblacion total","13,010","0"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2012","Suicidios","Poblacion total","34,725","2"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2012","Suicidios","Poblacion total","36,825","3"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2012","Suicidios","Poblacion total","14,576","0"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2012","Suicidios","Poblacion total","17,051","4"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2012","Suicidios","Poblacion total","24,570","2"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2012","Suicidios","Poblacion total","6,331","0"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2012","Suicidios","Poblacion total","11,342","1"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2012","Suicidios","Poblacion total","5,199","1"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2012","Suicidios","Poblacion total","114,076","8"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2012","Suicidios","Poblacion total","7,195","0"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2012","Suicidios","Poblacion total","29,365","1"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2012","Suicidios","Poblacion total","13,642","3"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2012","Suicidios","Poblacion total","7,146","0"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2012","Suicidios","Poblacion total","11,895","0"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2012","Suicidios","Poblacion total","11,837","1"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2012","Suicidios","Poblacion total","8,569","0"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2012","Suicidios","Poblacion total","7,595","1"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2012","Suicidios","Poblacion total","39,868","2"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2012","Suicidios","Poblacion total","22,219","1"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2012","Suicidios","Poblacion total","16,870","1"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2012","Suicidios","Poblacion total","24,032","1"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2013","Suicidios","Poblacion total","21,166","1"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2013","Suicidios","Poblacion total","2,692","0"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2013","Suicidios","Poblacion total","4,672","0"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2013","Suicidios","Poblacion total","28,780","3"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2013","Suicidios","Poblacion total","24,548","2"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2013","Suicidios","Poblacion total","42,284","4"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2013","Suicidios","Poblacion total","5,773","0"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2013","Suicidios","Poblacion total","11,661","0"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2013","Suicidios","Poblacion total","17,264","0"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2013","Suicidios","Poblacion total","6,894","0"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2013","Suicidios","Poblacion total","108,910","1"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2013","Suicidios","Poblacion total","28,949","2"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2013","Suicidios","Poblacion total","8,364","0"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2013","Suicidios","Poblacion total","5,461","0"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2013","Suicidios","Poblacion total","48,274","4"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2013","Suicidios","Poblacion total","472,177","27"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2013","Suicidios","Poblacion total","5,894","0"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2013","Suicidios","Poblacion total","10,711","0"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2013","Suicidios","Poblacion total","15,554","2"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2013","Suicidios","Poblacion total","8,176","3"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2013","Suicidios","Poblacion total","8,952","0"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2013","Suicidios","Poblacion total","27,193","0"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2013","Suicidios","Poblacion total","8,047","0"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2013","Suicidios","Poblacion total","73,517","4"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2013","Suicidios","Poblacion total","9,370","0"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2013","Suicidios","Poblacion total","16,068","1"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2013","Suicidios","Poblacion total","4,852","0"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2013","Suicidios","Poblacion total","5,209","0"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2013","Suicidios","Poblacion total","42,441","1"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2013","Suicidios","Poblacion total","3,914","0"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2013","Suicidios","Poblacion total","82,081","2"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2013","Suicidios","Poblacion total","51,934","2"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2013","Suicidios","Poblacion total","9,670","0"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2013","Suicidios","Poblacion total","26,297","1"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2013","Suicidios","Poblacion total","16,721","0"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2013","Suicidios","Poblacion total","4,984","0"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2013","Suicidios","Poblacion total","21,270","2"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2013","Suicidios","Poblacion total","71,772","8"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2013","Suicidios","Poblacion total","22,542","0"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2013","Suicidios","Poblacion total","17,656","0"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2013","Suicidios","Poblacion total","12,617","0"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2013","Suicidios","Poblacion total","46,678","1"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2013","Suicidios","Poblacion total","54,657","1"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2013","Suicidios","Poblacion total","19,842","1"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2013","Suicidios","Poblacion total","21,460","2"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2013","Suicidios","Poblacion total","33,391","0"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2013","Suicidios","Poblacion total","10,276","1"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2013","Suicidios","Poblacion total","206,658","5"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2013","Suicidios","Poblacion total","24,178","0"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2013","Suicidios","Poblacion total","21,390","1"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2013","Suicidios","Poblacion total","5,305","0"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2013","Suicidios","Poblacion total","47,233","4"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2013","Suicidios","Poblacion total","9,606","1"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2013","Suicidios","Poblacion total","11,497","0"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2013","Suicidios","Poblacion total","6,526","1"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2013","Suicidios","Poblacion total","50,122","7"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2013","Suicidios","Poblacion total","7,672","0"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2013","Suicidios","Poblacion total","5,807","0"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2013","Suicidios","Poblacion total","5,373","0"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2013","Suicidios","Poblacion total","254,022","14"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2013","Suicidios","Poblacion total","26,423","0"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2013","Suicidios","Poblacion total","14,168","2"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2013","Suicidios","Poblacion total","13,859","1"
